upuq  u-'puq
çédirini  tS@-dI-rI-'nI
süçegüge  sy-tSe-gy-'ge
tikküzdi  tIk-kyz-'dI
tepküç  tep-'kytS
düglek  dyg-'Lek
qoğuşunniñ  qo-Gu-Sun-'nIN
töşükige  t@'-Sy-kI-'ge
çüpuri  tSy-pu-'rI
ötküzülüp  @'t-ky-zy-'Lyp
köçürgili  k@'-tSyr-gI-'LI
çikago  tSI-ka-'go
brués  bru-'@s
yarbağ  jar-'baG
gundixanisiğa  gun-dI-xa-nI-sI-'Ga
mariye  ma-rI-'je
yakovlina  ja-kov-LI-'na
boğcumisini  boG-dZu-mI-sI-'nI
saraymük  sa-raj-'myk
tereğeyni  te-re-Gej-'nI
tayçaqlarniñ  taj-tSaq-Lar-'nIN
külüşler  ky-LyS-'Ler
evic  e-'vIdZ
tinnis  tIn-'nIs
uslubidiki  us-Lu-bI-dI-'kI
pingvin  pIngvIn
apélisin  a-p@-LI-'sIn
burunni  bu-run-'nI
qolyağliqlarni  qoL-jaG-LIq-Lar-'nI
yançuqiñizğa  jan-tSu-qI-NIz-'Ga
pursette  pur-set-'te
taşlivitiñ  taS-LI-vI-'tIN
ohhuy  oh-'huj
qaram  qa-'ram
aqivetni  a-qI-vet-'nI
oylimaydikensen  oj-LI-maj-dI-ken-'sen
vudiy  vu-'dIj
semerqend  se-mer-'qend
buyruqi  buj-ru-'qI
töhpikarlar  t@'h-pI-kar-'Lar
xizmitimge  xIz-mI-tIm-'ge
kitablirimğa  kI-tab-LI-rIm-'Ga
inavet  I-na-'vet
képillik  k@-pIL-'LIk
bermeslikni  ber-mes-LIk-'nI
déloniñ  d@-Lo-'nIN
ehvlğa  ehv-'LGa
belgilişi  beL-gI-LI-'SI
tatarxaniniñ  ta-tar-xa-nI-'nIN
ekiriş  e-kI-'rIS
yüzisidin  jy-zI-sI-'dIn
kaoş  ka-'oS
kiyindürgenidi  kI-jIn-dyr-ge-nI-'dI
karbérator  kar-b@-ra-'tor
leyligüçxana  Lej-LI-gytS-xa-'na
pürküş  pyr-'kyS
şlankisi  SLan-kI-'sI
boğuz  bo-'Guz
neyçe  nej-'tSe
klapani  kLa-pa-'nI
qisimdin  qI-sIm-'dIn
orunsiz  o-run-'sIz
kélivatatti  k@-LI-va-tat-'tI
rétsépta  r@t-s@p-'ta
déyilişiçe  d@-jI-LI-SI-'tSe
mecüni  me-dZy-'nI
söilebtin  s@'-I-Leb-'tIn
parakendiçilik  pa-ra-ken-dI-tSI-'LIk
bulañçiliqni  bu-LaN-tSI-LIq-'nI
toxtatmidi  tox-tat-mI-'dI
usyotay  us-jo-'taj
rustaviliniñ  rus-ta-vI-LI-'nIN
qaplan  qap-'Lan
yépinğan  j@-pIn-'Gan
çevendazni  tSe-ven-daz-'nI
eş'eriyler  eS-'e-rIj-'Ler
tevhid  tev-'hId
uqumida  u-qu-mI-'da
sünnet  syn-'net
velcamaege  veL-dZa-ma-e-'ge
efrasiyap  ef-ra-sI-'jap
döñlüki  d@'N-Ly-'kI
upuqni  u-puq-'nI
küngürilik  kyn-gy-rI-'LIk
tammu  tam-'mu
muhapizet  mu-ha-pI-'zet
aqmorad  aq-mo-'rad
recepovni  re-dZe-pov-'nI
közligen  k@'z-LI-'gen
şuçağda  Su-tSaG-'da
atamniñ  a-tam-'nIN
qéşi  q@-'SI
méñi  m@-'NI
şelverep  SeL-ve-'rep
toxtimidi  tox-tI-mI-'dI
pégmnétliq  p@gmn@tLIq
rakqa  rak-'qa
özgiridu  @'z-gI-rI-'du
teñriqut  teN-rI-'qut
qoğşar  qoG-'Sar
meşut  me-'Sut
kiyéf  kI-'j@f
puqraliridin  puq-ra-LI-rI-'dIn
rohaniy  ro-ha-'nIj
latin  La-'tIn
yuakim  ju-a-'kIm
éova  @-o-'va
iştatida  IS-ta-tI-'da
hilari  hI-La-'rI
xudun  xu-'dun
turşavul  tur-Sa-'vuL
guen  gu-'en
yuyni  juj-'nI
ceñge  dZeN-'ge
ündidi  yn-dI-'dI
merkezleştürülgen  mer-kez-LeS-ty-ryL-'gen
mebliğini  meb-LI-GI-'nI
tüzülmisidur  ty-zyL-mI-sI-'dur
meselniñ  me-seL-'nIN
izoptin  I-zop-'tIn
soxomuliniski  so-xo-mu-LI-nIs-'kI
yiteklişide  jI-tek-LI-SI-'de
csmi  dZsmI
zihni  zIh-'nI
reqibliri  re-qIb-LI-'rI
élişmaydu  @-LIS-maj-'du
qilivetmekçi  qI-LI-vet-mek-'tSI
cañcün  dZaN-'dZyn
körüşkili  k@'-ryS-kI-'LI
emeldrlarni  emeLdrLarnI
ambalniñ  am-baL-'nIN
ekiretti  e-kI-ret-'tI
toşuydiğan  to-Suj-dI-'Gan
kémide  k@-mI-'de
valparayzodin  vaL-pa-raj-zo-'dIn
limağa  LI-ma-'Ga
canablirini  dZa-nab-LI-rI-'nI
tömürge  t@'-myr-'ge
oxşitidiken  ox-SI-tI-dI-'ken
saqçilar  saq-tSI-'Lar
sünniylerniñ  syn-nIj-Ler-'nIN
işençisidin  I-Sen-tSI-sI-'dIn
kéy  k@j
nyoyorktiki  njoj-ork-tI-'kI
tarqitilidu  tar-qI-tI-LI-'du
allataalaniñ  aL-La-ta-a-La-'nIN
nesihiyti  ne-sI-hIj-'tI
dili  dI-'LI
qarañğulişip  qa-raN-Gu-LI-'SIp
haraqkeşlirige  ha-raq-keS-LI-rI-'ge
körsitelmidi  k@'r-sI-teL-mI-'dI
mayaqliriniñ  ma-jaq-LI-rI-'nIN
halettiki  ha-Let-tI-'kI
azpot  az-'pot
turaqsiz  tu-raq-'sIz
xoraz  xo-'raz
şéxiniñ  S@-xI-'nIN
uçiğa  u-tSI-'Ga
vénçéñdimu  v@n-tS@N-dI-'mu
qarşilişivatqan  qar-SI-LI-SI-vat-'qan
kord  kord
tazilavatidu  ta-zI-La-va-tI-'du
vezirlerniñ  ve-zIr-Ler-'nIN
açqiçe  atS-qI-'tSe
xainlarğa  xa-In-Lar-'Ga
quyulğinini  qu-juL-GI-nI-'nI
oyğanmay  oj-Gan-'maj
derextin  de-rex-'tIn
yéşival  j@-SI-'vaL
krizis  krI-'zIs
süküt  sy-'kyt
turuverdi  tu-ru-ver-'dI
ğezeblinip  Ge-zeb-LI-'nIp
kétişti  k@-tIS-'tI
upuqqiçe  u-puq-qI-'tSe
yéyildi  j@-jIL-'dI
selefi  se-Le-'fI
mezhibige  mez-hI-bI-'ge
ecebliniş  e-dZeb-LI-'nIS
héssyatlirida  h@ssjatLIrIda
yiğlamsirap  jIG-Lam-sI--Ir-'ap
ketmise  ket-mI-'se
balilirini  ba-LI-LI-rI-'nI
séğinğanliqini  s@-GIn-Gan-LI-qI-'nI
bérnardşav  b@rnardSav
sépilidin  s@-pI-LI-'dIn
béypiñni  b@j-pIN-'nI
gepler  gep-'Ler
nomus  no-'mus
puqralardin  puq-ra-Lar-'dIn
avistiraliyeniñ  a-vIs-tI-ra-LI-je-'nIN
körinidu  k@'-rI-nI-'du
lop  Lop
çañza  tSaN-'za
isimğa  I-sIm-'Ga
öteñliridin  @'-teN-LI-rI-'dIn
lopleñger  Lop-LeN-'ger
késim  k@-'sIm
kollégyisi  koL-L@g-jI-'sI
çiqiriştin  tSI-qI-rIS-'tIn
bécirgüçi  b@-dZIr-gy-'tSI
barad  ba-'rad
söhbetlişişni  s@'h-bet-LI-SIS-'nI
herkiti  her-kI-'tI
endişige  en-dI-SI-'ge
salmay  saL-'maj
qalamdu  qa-Lam-'du
igilip  I-gI-'LIp
bolaq  bo-'Laq
diçölyañ  dI-tS@'L-'jaN
iştanni  IS-tan-'nI
şartla  Sart-'La
somkiğa  som-kI-'Ga
arnold  ar-'noLd
nédinço  n@-dIn-'tSo
roesseldiki  ro-es-seL-dI-'kI
işleytti  IS-Lejt-'tI
alaqidarlar  a-La-qI-dar-'Lar
toxtamni  tox-tam-'nI
bikar  bI-'kar
yévrisféy  j@v-rIs-'f@j
géraklğa  g@r-akL-'Ga
lérnéy  L@r-'n@j
ecdihasini  edZ-dI-ha-sI-'nI
öltürüşni  @'L-ty-ryS-'nI
buyruptu  buj-rup-'tu
téke  t@-'ke
deryasila  der-ja-sI-'La
qirğaqlarğa  qIr-Gaq-Lar-'Ga
bujğun  buZ-'Gun
çaçritip  tSatS-rI-'tIp
şarqirap  Sar-qI-'rap
éqivatatti  @-qI-va-tat-'tI
endşilik  end-SI-'LIk
ehvalimizda  eh-va-LI-mIz-'da
heqliqsen  heq-LIq-'sen
kelgüçini  keL-gy-tSI-'nI
forşü  for-'Sy
midirlapmu  mI-dIr-Lap-'mu
bağçi  baG-'tSI
bazarliq  ba-zar-'LIq
şipaxaniniñ  SI-pa-xa-nI-'nIN
hid  hId
péçinige  p@-tSI-nI-'ge
imkaniyet  Im-ka-nI-'jet
hamildarliq  ha-mIL-dar-'LIq
bovaqqa  bo-vaq-'qa
léksiyilerge  L@k-sI-jI-Ler-'ge
kuşanlar  ku-San-'Lar
miladi  mI-La-'dI
véma  v@-'ma
kadpisésniñ  kad-pI-s@s-'nIN
rehberlikide  reh-ber-LI-kI-'de
ikkylen  IkkjLen
panahliniş  pa-nah-LI-'nIS
érişkinidin  @-rIS-kI-nI-'dIn
ordu  or-'du
nesirçilikide  ne-sIr-tSI-LI-kI-'de
çeklerdur  tSek-Ler-'dur
uyğurşunasliq  uj-Gur-Su-nas-'LIq
tamujnisi  ta-muZ-nI-'sI
hilal  hI-'LaL
etkes  et-'kes
kilogramdin  kI-Log-ram-'dIn
xroinni  xro-In-'nI
şörénguy  S@'-r@n-'guj
çevendaznila  tSe-ven-daz-nI-'La
ilgirilep  IL-gI-rI-'Lep
télé  t@-'L@
uçraşti  utS-raS-'tI
ilahini  I-La-hI-'nI
tileyli  tI-Lej-'LI
byokratliq  bjok-rat-'LIq
şekilvazliqtin  Se-kIL-vaz-LIq-'tIn
numus  nu-'mus
alduruşqa  aL-du-ruS-'qa
çiqirimiz  tSI-qI-rI-'mIz
sorunda  so-run-'da
bolundi  bo-Lun-'dI
exletlerniñ  ex-Let-Ler-'nIN
şaxliriğa  Sax-LI-rI-'Ga
qonuvélip  qo-nu-v@-'LIp
tacqa  tadZ-'qa
oxşitişi  ox-SI-tI-'SI
öz'oğliniñ  @'z-'oG-LI-'nIN
zeherlengen  ze-her-Len-'gen
doxturiniñ  dox-tu-rI-'nIN
xadimlarğa  xa-dIm-Lar-'Ga
ponkitiniñ  pon-kI-tI-'nIN
bétjésktiki  b@t-Z@sk-tI-'kI
buruntaymu  bu-run-taj-'mu
bergenniñ  ber-gen-'nIN
kamérida  ka-m@-rI-'da
mürisi  my-rI-'sI
ağriğan  aG-rI-'Gan
yatmaqta  jat-maq-'ta
finlandiyilikler  fIn-Lan-dI-jI-LIk-'Ler
belen  be-'Len
sodini  so-dI-'nI
maxtap  max-'tap
farabiniñ  fa-ra-bI-'nIN
séntiz  s@n-'tIz
ékléktzmi  @k-L@kt-'zmI
analiz  a-na-'LIz
qabiliyitige  qa-bI-LI-jI-tI-'ge
tayanğan  ta-jan-'Gan
kömeçdan  k@'-metS-'dan
tava  ta-'va
qasqanda  qas-qan-'da
pişuridiğan  pI-Su-rI-dI-'Gan
qizlardin  qIz-Lar-'dIn
kiçeleydiğanliqiñizni  kI-tSe-Lej-dI-Gan-LI-qI-NIz-'nI
beramu  be-ra-'mu
uxliyalmay  ux-LI-jaL-'maj
hayacanda  ha-ja-dZan-'da
küniniñ  ky-nI-'nIN
xudadin  xu-da-'dIn
tilgenidi  tIL-ge-nI-'dI
uçbaliq  utS-ba-'LIq
bedel'art  be-deL-''art
öteñler  @'-teN-'Ler
guñga  guN-'ga
şéirçilarniñ  S@-Ir-tSI-Lar-'nIN
uyuni  u-ju-'nI
debdebidin  deb-de-bI-'dIn
ipadileşni  I-pa-dI-LeS-'nI
meğlub  meG-'Lub
bolğanliqiğa  boL-Gan-LI-qI-'Ga
işendi  I-Sen-'dI
cüme  dZy-'me
décorniliqta  d@-dZor-nI-LIq-'ta
kélişnimu  k@-LIS-nI-'mu
xalimayti  xa-LI-maj-'tI
qélişiçe  q@-LI-SI-'tSe
celb  dZeLb
ibare  I-ba-'re
dersliki  ders-LI-'kI
oqoğuçilarniñ  o-qo-Gu-tSI-Lar-'nIN
sapasini  sa-pa-sI-'nI
östüridiğan  @'s-ty-rI-dI-'Gan
penlerniñ  pen-Ler-'nIN
birsi  bIr-'sI
ömermu  @'-mer-'mu
şehvetperes  Seh-vet-pe-'res
yüzmiñ  jyz-'mIN
neqş  neqS
şérinğa  S@-rIn-'Ga
qilsun  qIL-'sun
qiça  qI-'tSa
étizi  @-tI-'zI
kub  kub
suğirilsa  su-GI-rIL-'sa
perzentlirini  per-zent-LI-rI-'nI
terbiyleşke  ter-bIj-LeS-'ke
ilmini  IL-mI-'nI
ögetken  @'-get-'ken
toluqszğa  toL-uqs-'zGa
kélişimge  k@-LI-SIm-'ge
süpürge  sy-pyr-'ge
pakizlap  pa-kIz-'Lap
nigériye  nI-g@-rI-'je
veqeni  ve-qe-'nI
ango  an-'go
szni  sznI
eyipligen  e-jIp-LI-'gen
éytiñ  @j-'tIN
tirişşñiz  tIrISSNIz
telim  te-'LIm
pilanda  pI-Lan-'da
parnik  par-'nIk
kémirlerde  k@-mIr-Ler-'de
pemidurni  pe-mI-dur-'nI
hosulluq  ho-suL-'Luq
yaponiyilik  ja-po-nI-jI-'LIk
moñğuldiki  moN-GuL-dI-'kI
éngby  @ngbj
kökertken  k@'kertken
tarixçilar  ta-rIx-tSI-'Lar
ebduhk  eb-'duhk
abdulkerim  ab-duL-ke-'rIm
muhemmedniñ  mu-hem-med-'nIN
sufiy  su-'fIj
zikir  zI-'kIr
matiriyallardin  ma-tI-rI-jaL-Lar-'dIn
tarqiliş  tar-qI-'LIS
qalğuçe  qaL-Gu-'tSe
ézip  @-'zIp
çüşendürdüm  tSy-Sen-dyr-'dym
işikkebaqti  I-SIk-ke-baq-'tI
romal  ro-'maL
bulént  buL-'@nt
ecévit  e-dZ@-'vIt
éqim  @-'qIm
yüzge  jyz-'ge
güppide  gyp-pI-'de
uruldi  u-ruL-'dI
çüşkürüp  tSyS-ky-'ryp
kaison  ka-I-'son
dacuñ  da-'dZuN
ruxmuxyundin  rux-mux-jun-'dIn
arilişiş  a-rI-LI-'SIS
siyasitiniñ  sI-ja-sI-tI-'nIN
simvoli  sIm-vo-'LI
rasténburgda  ras-t@n-burg-'da
teyinlengen  te-jIn-Len-'gen
zéytzlér  z@jtzL@r
nuqtidin  nuq-tI-'dIn
düşmeniniñ  dyS-me-nI-'nIN
sémvoli  s@m-vo-'LI
qarçuğa  qar-tSu-'Ga
quşlap  quS-'Lap
xarliqta  xar-LIq-'ta
qalidiğanliqniñ  qa-LI-dI-Gan-LIq-'nIN
xühel  xy-'heL
exlaqla  ex-Laq-'La
çinliq  tSIn-'LIq
mevcüt  mev-'dZyt
başqisiniñ  baS-qI-sI-'nIN
saxtidur  sax-tI-'dur
berelle  be-reL-'Le
qoyişlariğa  qo-jIS-La-rI-'Ga
özbéklar  @'z-b@k-'Lar
qaraymiz  qa-raj-'mIz
téligirammida  t@-LI-gI-ram-mI-'da
qoşniñiz  qoS-nI-'NIz
tağiñiz  ta-GI-'NIz
sekratta  sek-rat-'ta
kéliñ  k@-'LIN
famillik  fa-mIL-'LIk
vuyenşyuniñ  vuj-enS-ju-'nIN
yéqinliri  j@-qIn-LI-'rI
qirip  qI-'rIp
lenculuq  Len-dZu-'Luq
béycñida  b@jdZ-NI-'da
bilgeçke  bIL-getS-'ke
kunupka  ku-nup-'ka
bésşta  b@sS-'ta
qiynalmidim  qIj-naL-mI-'dIm
miniñ  mI-'nIN
ecdadlirim  edZ-dad-LI-'rIm
alaqide  a-La-qI-'de
maçéğşyañmu  matS@GSjaNmu
şéñşiseydek  S@N-SI-sej-d-'ek
oylimasliqi  oj-LI-mas-LI-'qI
üçeylen  y-tSej-'Len
cesetni  dZe-set-'nI
pigilodin  pI-gI-Lo-'dIn
tüzrek  tyz-'rek
qüm  qym
tizdi  tIz-'dI
dosunnéñ  do-sun-'n@N
yézilişiçe  j@-zI-LI-SI-'tSe
şamanizimğa  Sa-ma-nI-zIm-'Ga
ftor  ftor
nipékotik  nI-p@-ko-'tIk
spramixisin  spra-mI-xI-'sIn
furantoin  fu-ran-to-'In
zeherleş  ze-her-'LeS
bayqalmidi  baj-qaL-mI-'dI
avstiriliyiniñ  avs-tI-rI-LI-jI-'nIN
rolov  ro-'Lov
kenittde  ken-Itt-'de
atisi  a-tI-'sI
ademlirimiz  a-dem-LI-rI-'mIz
mesiliilerni  me-sI-LI-I-Ler-'nI
séstimiliq  s@s-tI-mI-'LIq
sebizde  se-bIz-'de
ussulçi  us-suL-'tSI
kénizek  k@-nI-'zek
yuñini  ju-NI-'nI
ormoziye  or-mo-zI-'je
yağiçi  ja-GI-'tSI
gandhare  gand-ha-'re
kermandin  ker-man-'dIn
kixémir  kI-x@-'mIr
birkünini  bIr-ky-nI-'nI
qilsçu  qILs-'tSu
xatiride  xa-tI-rI-'de
yettide  jet-tI-'de
proféssorlar  pro-f@s-sor-'Lar
çekkeç  tSek-'ketS
körüşni  k@'-ryS-'nI
neğme  neG-'me
tékistliride  t@k-Ist-LI-rI-'de
sinpiy  sIn-'pIj
tolaraq  to-La-'raq
féodalliqqa  f@-o-daL-LIq-'qa
dimokratizimliq  dI-mok-ra-tI-zIm-'LIq
stokgolmida  stok-goL-mI-'da
sotsiyal  sot-sI-'jaL
qurultiyiğa  qu-ruL-tI-jI-'Ga
tevekkül  te-vek-'kyL
mollazeydin  moL-La-zej-'dIn
göşgirde  g@'S-gIr-'de
çarağa  tSa-ra-'Ga
tebpiq  teb-'pIq
hecerxan  he-dZer-'xan
galdin  gaL-'dIn
asra  as-'ra
içmekni  ItS-mek-'nI
qilarliq  qI-Lar-'LIq
yégin  j@-'gIn
dericge  de-rIdZ-'ge
qelimiñni  qe-LI-mIN-'nI
tevritip  tev-rI-'tIp
murad  mu-'rad
meqistñini  meq-Ist-NI-'nI
béreleysen  b@-re-Lej-'sen
özlikidn  @'z-LIk-'Idn
bolivéridu  bo-LI-v@-rI-'du
qisturup  qIs-tu-'rup
sözlepla  s@'z-Lep-'La
közyaşlirim  k@'z-jaS-LI-'rIm
vekilliriniñ  ve-kIL-LI-rI-'nIN
qaraldi  qa-raL-'dI
sizniñçe  sIz-nIN-'tSe
qoyğiniğa  qoj-GI-nI-'Ga
qilğandekmu  qIL-Gan-dek-'mu
egeşme  e-geS-'me
dairidin  da-I-rI-'dIn
ketkinide  ket-kI-nI-'de
çiglişip  tSIg-LI-'SIp
uluğdur  u-LuG-'dur
minñçe  mInN-'tSe
kel  keL
saadetniñ  sa-a-det-'nIN
zindan  zIn-'dan
teqip  te-'qIp
çéqmçiliq  tS@qm-tSI-'LIq
mutihemlik  mu-tI-hem-'LIk
oğriliqlar  oG-rI-LIq-'Lar
sahibi  sa-hI-'bI
rabndiranat  rabn-dI-ra-'nat
tagorniñ  ta-gor-'nIN
mayqoñğuzi  maj-qoN-Gu-'zI
cavuplarmu  dZa-vup-Lar-'mu
ğuzlarniñ  Guz-Lar-'nIN
revşte  revS-'te
şicyalé  SIdZ-ja-'L@
rovral  rov-'raL
şyañnoñ  SjaN-'noN
scsmon  sdZsmon
yarişa  ja-rI-'Sa
vénétsiye  v@-n@t-sI-'je
kémisige  k@-mI-sI-'ge
çiqivalğaçqa  tSI-qI-vaL-GatS-'qa
numur  nu-'mur
yollivetsiñiz  joL-LI-vet-sI-'NIz
boptiken  bop-tI-'ken
tiyipzat  tI-jIp-'zat
xelptim  xeLptIm
şundaqtimu  Sun-daq-tI-'mu
xasiyetlerge  xa-sI-jet-Ler-'ge
cesiti  dZe-sI-'tI
parisqa  pa-rIs-'qa
kétilip  k@-tI-'LIp
govdpastorxan  govdpastorxan
qebristanliqiğa  qeb-rIs-tan-LI-qI--anL-'IqIGa
çiqay  tSI-'qaj
kör  k@'r
sahipqirandin  sa-hIp-qI-ran-'dIn
harvisda  har-vIs-'da
müzat  my-'zat
aloşiyani  a-Lo-SI-ja-'nI
bağriğa  baG-rI-'Ga
köñuldiki  k@'-NuL-dI-'kI
adimi  a-dI-'mI
tipirlaytti  tI-pIr-Lajt-'tI
kilévélandqa  kI-L@-v@L-and-'qa
hazadin  ha-za-'dIn
méhmanxanidin  m@h-man-xa-nI-'dIn
sali  sa-'LI
dorğa  dor-'Ga
öyiñizde  @'-jI-NIz-'de
küçüklitemsiz  ky-tSyk-LI-tem-'sIz
nevrilik  nev-rI-'LIk
bolimen  bo-LI-'men
deñe  de-'Ne
tügeştim  ty-geS-'tIm
meyüslük  me-jys-'Lyk
qaraşti  qa-raS-'tI
konsérvatip  kon-s@r-va-'tIp
köçmenlerge  k@'tS-men-Ler-'ge
donétiz  do-n@-'tIz
axirlaşturidiğan  a-xIr-LaS-tu-rI-dI-'Gan
şunçivala  Sun-tSI-va-'La
taşlivetmeydu  taS-LI-vet-mej-'du
qiziñiz  qI-zI-'NIz
içiñiz  I-tSI-'NIz
ağrisun  aG-rI-'sun
yalvuratti  jaL-vu-rat-'tI
qétimdinmu  q@-tIm-dIn-'mu
boyimu  bo-jI-'mu
igiz  I-'gIz
xyostondiki  xjos-ton-dI-'kI
qurğuçisi  qur-Gu-tSI-'sI
matios  ma-tI-'os
simonis  sI-mo-'nIs
sam  sam
tağini  ta-GI-'nI
oqutquçilirimmu  o-qut-qu-tSI-LI-rIm-'mu
béyciñni  b@j-dZIN-'nI
burjoaziye  bur-Zo-a-zI-'je
séliqi  s@-LI-'qI
emgekçilerni  em-gek-tSI-Ler-'nI
ékspalatatsiye  @ks-pa-La-tat-sI-'je
padiçi  pa-dI-'tSI
miyonxinda  mI-jon-xIn-'da
oynaldi  oj-naL-'dI
kirelmey  kI-reL-'mej
éyiq  @-'jIq
tuzköl  tuz-'k@'L
aymiqi  aj-mI-'qI
qulu  qu-'Lu
qebilisi  qe-bI-LI-'sI
maariplarda  ma-a-rIp-Lar-'da
ékinzarlirini  @-kIn-zar-LI-rI-'nI
quşlardin  quS-Lar-'dIn
qorqitidiğan  qor-qI-tI-dI-'Gan
taqidaq  ta-qI-'daq
yatqanmiş  jat-qan-'mIS
armitiçni  ar-mI-tItS-'nI
curcitlarğa  dZur-dZIt-Lar-'Ga
uluğvarliqi  u-LuG-var-LI-'qI
peskeş  pes-'keS
baliliqta  ba-LI-LIq-'ta
adetler  a-det-'Ler
meydanni  mej-dan-'nI
tekşürüvétip  tek-Sy-ry-v@-'tIp
cañsüymiñ  dZaN-syj-'mIN
yançuqidin  jan-tSu-qI-'dIn
quta  qu-'ta
ixtisasi  Ix-tI-sa-'sI
astornomiyge  as-tor-no-mIj-'ge
qur'andiki  qur-'an-dI-'kI
ayetler  a-jet-'Ler
hiçveqesi  hItS-ve-qe-'sI
cavyuñmu  dZav-juN-'mu
yucimu  ju-dZI-'mu
toqulma  to-quL-'ma
kiyimlerge  kI-jIm-Ler-'ge
reñdiki  reN-dI-'kI
culaliq  dZu-La-'LIq
yiplar  jIp-'Lar
nusxiliri  nus-xI-LI-'rI
çiqirilğan  tSI-qI-rIL-'Gan
qyma  qjma
teyyarlinip  tej-jar-LI-'nIp
manta  man-'ta
tügülüp  ty-gy-'Lyp
pişurulidu  pI-Su-ru-LI-'du
algorizim  aL-go-rI-'zIm
arfimétikisi  ar-fI-m@-tI-kI-'sI
tarixiğa  ta-rI-xI-'Ga
neqişlidi  ne-qIS-LI-'dI
huduq  hu-'duq
buduq  bu-'duq
putlirim  put-LI-'rIm
kalañpaylaşqan  ka-LaN-paj-LaS-'qan
silcidim  sIL-dZI-'dIm
rokkinxam  rok-kIn-'xam
bérk  b@rk
egeşküçilirinimu  e-geS-ky-tSI-LI-rI-nI-'mu
élivaldi  @-LI-vaL-'dI
ozuqluqni  o-zuq-Luq-'nI
yaxşilaydiğan  jax-SI-Laj-dI-'Gan
talaliq  ta-La-'LIq
yémekliklerniñ  j@-mek-LIk-Ler-'nIN
yigirmidin  jI-gIr-mI-'dIn
gramğa  gram-'Ga
yétişke  j@-tIS-'ke
qehrimandur  qeh-rI-man-'dur
vesli  ves-'LI
doridur  do-rI-'dur
sendidur  sen-dI-'dur
cümexun  dZy-me-'xun
akimizniñ  a-kI-mIz-'nIN
işlirniñ  IS-LIr-'nIN
oñoşluq  o-NoS-'Luq
alladin  aL-La-'dIn
daşö  da-'S@'
çimpiyonliqni  tSIm-pI-jon-LIq-'nI
davamlaşqan  da-vam-LaS-'qan
inaq  I-'naq
loñqsini  LoNq-sI-'nI
talişiş  ta-LI-'SIS
qamçssni  qamtSssnI
balilardek  ba-LI-Lar-'dek
qiqas  qI-'qas
anisini  a-nI-sI-'nI
körsetkenlikini  k@'r-set-ken-LI-kI-'nI
paris  pa-'rIs
gülistan  gy-LIs-'tan
camaetçilikige  dZa-ma-et-tSI-LI-kI-'ge
sanaqliqla  sa-naq-LIq-'La
qaravullar  qa-ra-vuL-'Lar
kuçadin  ku-tSa-'dIn
yéqinlaşti  j@-qIn-LaS-'tI
ecderhani  edZ-der-ha-'nI
yaxşiliqniñ  jax-SI-LIq-'nIN
paypaqqa  paj-paq-'qa
somkisğa  som-kIs-'Ga
kérimmu  k@-rIm-'mu
egeşti  e-geS-'tI
teypiñ  tej-'pIN
céncün  dZ@n-'dZyn
xéduñdiki  x@-duN-dI-'kI
şöendu  S@'-en-'du
paytextke  paj-text-'ke
çaqirtildi  tSa-qIr-tIL-'dI
buraderlirige  bu-ra-der-LI-rI-'ge
tapşurulup  tap-Su-ru-'Lup
boğup  bo-'Gup
öltürüldi  @'L-ty-ryL-'dI
méñişti  m@-NIS-'tI
kündişi  kyn-dI-'SI
xan'ayimğa  xan-'a-jIm-'Ga
içküzüp  ItS-ky-'zyp
mezgilgila  mez-gIL-gI-'La
mutexessislirini  mu-te-xes-sIs-LI-rI-'nI
munberge  mun-ber-'ge
esqatidiğan  es-qa-tI-dI-'Gan
bilimlerni  bI-LIm-Ler-'nI
tarqatti  tar-qat-'tI
ecnebiy  edZ-ne-'bIj
çéçi  tS@-'tSI
mürilirige  my-rI-LI-rI-'ge
derviş  der-'vIS
lüxeyge  Ly-xej-'ge
poloxen  po-Lo-'xen
xéyö  x@-'j@'
buliqidin  bu-LI-qI-'dIn
buyödo  bu-j@'-'do
téğiğa  t@-GI-'Ga
qatlamliq  qat-Lam-'LIq
menani  me-na-'nI
xamçot  xam-'tSot
sirtini  sIr-tI-'nI
funkisyisini  fun-kIs-jI-sI-'nI
namayen  na-ma-'jen
meyüslengen  me-jys-Len-'gen
dostiniñ  dos-tI-'nIN
olturay  oL-tu-'raj
sofiye  so-fI-'je
zeina  ze-I-'na
cüxar  dZy-'xar
hösni  h@'s-'nI
güzeldur  gy-zeL-'dur
yañşidav  jaN-SI-'dav
gavzuniñ  gav-zu-'nIN
guyyañniñ  guj-jaN-'nIN
ikkiniçi  Ik-kI-nI-'tSI
küyösi  ky-j@'-'sI
yunuscan  ju-nus-'dZan
mévilirini  m@-vI-LI-rI-'nI
ilğavatqan  IL-Ga-vat-'qan
körünüşliri  k@'-ry-nyS-LI-'rI
séstiralarniñ  s@s-tI-ra-Lar-'nIN
üstiliniñ  ys-tI-LI-'nIN
möküvalğiniçe  m@'-ky-vaL-GI-nI-'tSe
béğişidiki  b@-GI-SI-dI-'kI
yüenlik  jy-en-'LIk
saitiğa  sa-I-tI-'Ga
nuqtida  nuq-tI-'da
selefler  se-Lef-'Ler
süpetlerge  sy-pet-Ler-'ge
nepsñniñ  nepsNnIN
bilimdin  bI-LIm-'dIn
özge  @'z-'ge
tutsañ  tut-'saN
çüşse  tSyS-'se
xar  xar
